instance,cutoff,tabu,block_flag,mode,block_size,seed,mode_name,best_obj_min,best_obj_max,objective_value,is_minimize,feasible_found,completed,crashed,timeout_or_no_solution,consistency_error,candidates_total,selected_total,executed_total,repair_success_total,best_update_total,obj_improve_executed_total,violation_improve_executed_total,rejected_by_check_total,wall_time_seconds
crossdock_15x8.lp,10,0,1,2,3,12,improve_only,16505.0,,16505.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.028442496
chimera_selby-c8-onc8-01.lp,10,0,1,3,3,8,smart_only,,175.9,175.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.122268515
chimera_lga-02.lp,10,0,1,4,4,9,normalized_only,,121.5,121.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.65757718
chimera_rfr-02.lp,10,1,0,baseline,0,12,baseline,,1122.2,1122.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.133850965
ball_mk3_20.lp,10,0,1,1,3,10,repair_only,-5.0,,-5.0,1,1,1,0,0,0,2972096,45468,45468,0,0,42808,0,0,10.053572369
ball_mk2_10.lp,10,1,1,3,4,9,smart_only,0.0,,0.0,1,1,1,0,0,0,3388000,60500,60500,60500,0,0,60500,0,10.052027813
chimera_k64maxcut-02.lp,10,1,1,5,4,9,old_block,,9.3,9.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.228261583
chimera_selby-c8-onc8-02.lp,10,1,1,2,3,8,improve_only,,167.2,167.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.122489294
graphpart_2g-0055-0062.lp,10,1,1,0,3,8,full_block,-1116960.0,,-1116960.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.007690831
chimera_mgw-c8-439-onc8-002.lp,10,0,1,0,3,10,full_block,,396.0,396.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.061642787
chimera_mgw-c16-2031-02.lp,10,1,1,4,2,11,normalized_only,,1968.0,1968.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.177372624
chimera_lga-01.lp,10,0,1,4,3,11,normalized_only,,120.1,120.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.617544769
chimera_rfr-01.lp,10,0,1,0,3,9,full_block,,1149.2,1149.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.100507039
chimera_selby-c16-02.lp,10,1,1,4,4,11,normalized_only,,705.4,705.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.541810878
chimera_mis-02.lp,10,0,1,2,4,8,improve_only,,390.8,390.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.654170607
ball_mk4_10.lp,10,1,1,5,2,11,old_block,-25.0,,-25.0,1,1,1,0,0,0,1102028,1,1,1,0,1,1,0,10.011423219
chimera_k64maxcut-02.lp,10,1,1,0,2,11,full_block,,16.7,16.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.019944188
ball_mk2_30.lp,10,0,1,0,2,11,full_block,0.0,,0.0,1,1,1,0,0,0,1240000,155000,155000,155000,0,0,155000,0,10.037005819
chimera_selby-c16-01.lp,10,0,1,1,3,9,repair_only,,707.3,707.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.263105208
chimera_selby-c8-onc8-02.lp,10,1,1,1,4,12,repair_only,,166.9,166.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.131940591
chimera_k64ising-01.lp,10,1,1,5,4,8,old_block,,12.3,12.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.101349362
ball_mk4_05.lp,10,0,1,3,4,9,smart_only,-19.0,,-19.0,1,1,1,0,0,0,1552320,1,1,1,0,1,1,0,10.01661659
chimera_mgw-c8-507-onc8-01.lp,10,0,1,1,4,8,repair_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.161335457
ball_mk2_30.lp,10,0,1,5,3,12,old_block,0.0,,0.0,1,1,1,0,0,0,1512000,126000,126000,126000,0,0,126000,0,10.015629991
ball_mk3_10.lp,10,0,1,1,4,8,repair_only,-9.0,,-9.0,1,1,1,0,0,0,3542629,32494,32494,0,0,32487,0,0,10.018380282
ball_mk4_10.lp,10,0,1,2,3,11,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.037622695
chimera_mis-01.lp,10,0,1,3,4,11,smart_only,,381.2,381.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.45750832
ball_mk4_05.lp,10,0,1,1,4,11,repair_only,-19.0,,-19.0,1,1,1,0,0,0,1544178,1,1,1,0,1,1,0,10.008776062
ball_mk2_30.lp,10,1,1,0,3,10,full_block,0.0,,0.0,1,1,1,0,0,0,1908000,79500,79500,79500,0,0,79500,0,10.023883116
ball_mk2_10.lp,10,1,1,1,2,9,repair_only,0.0,,0.0,1,1,1,0,0,0,1858000,464500,464500,464500,0,0,464500,0,10.007625105
chimera_k64maxcut-02.lp,10,1,1,4,4,9,normalized_only,,9.3,9.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.135084869
chimera_mgw-c8-439-onc8-001.lp,10,1,1,0,2,12,full_block,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.315677224
ball_mk4_05.lp,10,0,1,2,4,9,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.007236976
chimera_k64maxcut-02.lp,10,0,1,0,2,8,full_block,,10.4,10.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.120831753
ball_mk2_10.lp,10,0,1,2,3,8,improve_only,0.0,,0.0,1,1,1,0,0,0,24,0,0,0,0,0,0,0,0.0
ball_mk2_10.lp,10,1,1,1,4,10,repair_only,0.0,,0.0,1,1,1,0,0,0,3192000,114000,114000,114000,0,0,114000,0,10.007510251
chimera_rfr-01.lp,10,0,1,0,2,8,full_block,,1155.9,1155.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.263665369
chimera_rfr-02.lp,10,0,0,baseline,0,11,baseline,,1123.5,1123.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.135203454
chimera_k64ising-01.lp,10,1,1,4,2,11,normalized_only,,10.5,10.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.247317104
chimera_mgw-c8-439-onc8-001.lp,10,1,1,5,4,8,old_block,,405.0,405.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.258704338
chimera_mgw-c8-439-onc8-002.lp,10,0,1,4,2,8,normalized_only,,392.0,392.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0631298
ball_mk4_15.lp,10,0,1,5,3,8,old_block,-12.0,,-12.0,1,1,1,0,0,0,978048,1,1,1,0,1,1,0,10.024745973
chimera_selby-c16-01.lp,10,0,1,5,4,11,old_block,,710.1,710.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.459332052
chimera_k64maxcut-01.lp,10,0,0,baseline,0,11,baseline,,7.9,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.219454329
ball_mk4_05.lp,10,1,1,5,3,12,old_block,-7.0,,-7.0,1,1,1,0,0,0,1818035,1,1,1,0,1,1,0,10.004739623
chimera_k64ising-01.lp,10,0,1,0,2,11,full_block,,10.5,10.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.082185091
chimera_mis-01.lp,10,0,0,baseline,0,12,baseline,,380.2,380.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.632580666
chimera_selby-c8-onc8-02.lp,10,1,1,5,4,11,old_block,,167.2,167.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.037231003
chimera_mis-02.lp,10,1,1,5,4,12,old_block,,392.8,392.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.624492383
chimera_selby-c8-onc8-01.lp,10,1,1,4,4,10,normalized_only,,176.8,176.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.056916512
ball_mk2_30.lp,10,0,1,5,3,9,old_block,0.0,,0.0,1,1,1,0,0,0,1578000,131500,131500,131500,0,0,131500,0,0.0
ball_mk4_15.lp,10,0,1,3,3,10,smart_only,-55.0,,-55.0,1,1,1,0,0,0,840100,1,1,1,0,1,1,0,10.041498468
chimera_mgw-c8-439-onc8-002.lp,10,1,1,0,2,11,full_block,,395.0,395.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.064126756
chimera_selby-c8-onc8-02.lp,10,0,1,0,4,11,full_block,,167.2,167.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.021423913
chimera_rfr-01.lp,10,0,1,1,3,12,repair_only,,1162.3,1162.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.143402089
chimera_mis-01.lp,10,1,1,4,4,9,normalized_only,,381.2,381.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.453008216
ball_mk2_10.lp,10,1,1,0,2,9,full_block,0.0,,0.0,1,1,1,0,0,0,2464000,308000,308000,308000,0,0,308000,0,10.014402529
chimera_selby-c8-onc8-02.lp,10,1,1,5,3,11,old_block,,167.0,167.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.048883538
chimera_mgw-c16-2031-02.lp,10,1,1,1,2,11,repair_only,,1968.0,1968.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.808663264
chimera_k64ising-01.lp,10,0,1,3,2,10,smart_only,,11.5,11.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.23574076
graphpart_2g-0044-1601.lp,10,1,1,4,3,9,normalized_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.007041
chimera_mgw-c8-439-onc8-001.lp,10,1,1,4,4,12,normalized_only,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.016992016
graphpart_2g-0044-1601.lp,10,0,1,1,2,11,repair_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.004031068
ball_mk2_30.lp,10,0,1,0,3,10,full_block,0.0,,0.0,1,1,1,0,0,0,1908000,79500,79500,79500,0,0,79500,0,10.022792731
graphpart_2g-0055-0062.lp,10,1,1,2,4,11,improve_only,-1218526.0,,-1218526.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.010634695
chimera_selby-c16-01.lp,10,1,1,5,3,12,old_block,,700.8,700.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.253743467
chimera_mgw-c8-507-onc8-01.lp,10,0,1,5,2,11,old_block,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.137963275
chimera_mgw-c8-439-onc8-001.lp,10,1,0,baseline,0,12,baseline,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.132055159
chimera_mgw-c16-2031-01.lp,10,0,1,4,4,10,normalized_only,,1952.0,1952.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.815787505
chimera_k64maxcut-02.lp,10,0,1,1,2,8,repair_only,,10.4,10.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.075937669
chimera_selby-c8-onc8-02.lp,10,0,1,5,4,8,old_block,,166.9,166.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.132720016
graphpart_2g-0044-1601.lp,10,1,1,5,2,12,old_block,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.007255613
chimera_selby-c16-01.lp,10,1,1,5,2,10,old_block,,700.6,700.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.606011667
chimera_rfr-02.lp,10,0,1,1,4,9,repair_only,,1123.9,1123.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.291531196
ball_mk4_05.lp,10,0,1,3,3,11,smart_only,-1900.0,,-1900.0,1,1,1,0,0,0,1611102,1,1,1,0,1,1,0,10.012722746
ball_mk4_10.lp,10,0,1,4,2,11,normalized_only,-31.0,,-31.0,1,1,1,0,0,0,1062095,1,1,1,0,1,1,0,10.020854313
chimera_mgw-c8-507-onc8-02.lp,10,1,1,3,4,9,smart_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.259434303
chimera_k64maxcut-01.lp,10,1,1,3,4,9,smart_only,,11.3,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.096815164
chimera_k64maxcut-02.lp,10,0,1,4,4,12,normalized_only,,12.7,12.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.233671218
chimera_mgw-c16-2031-02.lp,10,0,1,0,2,8,full_block,,1960.0,1960.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.7657811
ball_mk2_10.lp,10,0,1,0,3,9,full_block,0.0,,0.0,1,1,1,0,0,0,3252000,135500,135500,135500,0,0,135500,0,0.0
chimera_mgw-c16-2031-01.lp,10,0,1,3,4,12,smart_only,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.819272285
chimera_mgw-c16-2031-01.lp,10,1,1,2,2,8,improve_only,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.013251949
chimera_lga-02.lp,10,1,1,2,3,9,improve_only,,121.5,121.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.470366047
chimera_selby-c8-onc8-01.lp,10,1,1,4,3,12,normalized_only,,174.6,174.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.065261211
chimera_mis-02.lp,10,0,1,4,4,9,normalized_only,,391.8,391.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.377550721
chimera_k64maxcut-02.lp,10,0,1,2,4,11,improve_only,,16.7,16.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.054771158
chimera_lga-01.lp,10,0,1,2,2,12,improve_only,,128.2,128.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.341853053
graphpart_2g-0044-1601.lp,10,0,1,3,4,12,smart_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.006419863
chimera_selby-c16-02.lp,10,1,1,1,4,8,repair_only,,699.0,699.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.141864172
graphpart_2g-0055-0062.lp,10,1,1,5,4,11,old_block,-1218526.0,,-1218526.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.008330158
chimera_mgw-c8-439-onc8-001.lp,10,1,0,baseline,0,11,baseline,,405.0,405.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.014592656
graphpart_2g-0044-1601.lp,10,0,1,5,4,12,old_block,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.004642251
ball_mk3_30.lp,10,1,1,4,3,12,normalized_only,0.0,,0.0,1,1,1,0,0,0,1543747,123498,123498,0,0,61749,0,0,10.032045911
chimera_selby-c16-01.lp,10,1,1,5,3,9,old_block,,707.3,707.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.066881782
chimera_selby-c16-02.lp,10,1,1,2,2,9,improve_only,,697.7,697.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.18542879
chimera_selby-c8-onc8-01.lp,10,0,1,5,2,12,old_block,,174.6,174.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.031576964
chimera_selby-c8-onc8-02.lp,10,0,1,4,2,8,normalized_only,,166.9,166.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.155587664
ball_mk2_10.lp,10,0,1,1,3,11,repair_only,0.0,,0.0,1,1,1,0,0,0,2850000,237500,237500,237500,0,0,237500,0,0.0
ball_mk4_15.lp,10,1,1,1,4,8,repair_only,-55.0,,-55.0,1,1,1,0,0,0,848308,1,1,1,0,1,1,0,10.050927327
chimera_k64maxcut-02.lp,10,1,1,1,2,11,repair_only,,16.7,16.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.037015111
graphpart_2g-0055-0062.lp,10,1,1,4,3,10,normalized_only,-1116960.0,,-1116960.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.004459509
ball_mk2_10.lp,10,1,1,4,4,9,normalized_only,0.0,,0.0,1,1,1,0,0,0,2775500,141500,141500,141500,0,0,141500,0,10.030812202
chimera_mgw-c16-2031-01.lp,10,1,1,0,2,8,full_block,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.676716924
ball_mk3_10.lp,10,1,1,2,4,8,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.006755736
chimera_mgw-c16-2031-01.lp,10,0,0,baseline,0,10,baseline,,1952.0,1952.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.745936405
ball_mk3_30.lp,10,0,1,4,3,12,normalized_only,2.0,,2.0,1,1,1,0,0,0,1595928,113991,113991,0,0,8,0,0,10.01691772
ball_mk3_10.lp,10,1,1,1,2,11,repair_only,-6.0,,-6.0,1,1,1,0,0,0,3100138,247979,247979,0,0,124014,0,0,10.012633133
ball_mk3_30.lp,10,0,1,0,4,11,full_block,-7.0,,-7.0,1,1,1,0,0,0,2560295,14800,14800,0,0,7402,0,0,10.16991941
ball_mk4_05.lp,10,0,1,2,4,12,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.004370941
crossdock_15x8.lp,10,0,1,1,3,9,repair_only,2147483647.0,,2147483647.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.021573292
chimera_mgw-c16-2031-01.lp,10,0,1,3,3,8,smart_only,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.991332685
chimera_rfr-02.lp,10,1,1,3,4,12,smart_only,,1122.2,1122.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.008203522
chimera_k64maxcut-01.lp,10,0,1,2,3,10,improve_only,,10.1,10.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.118406447
chimera_k64maxcut-01.lp,10,0,1,4,3,11,normalized_only,,7.9,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.070656258
ball_mk2_30.lp,10,1,1,0,3,12,full_block,0.0,,0.0,1,1,1,0,0,0,1860000,77500,77500,77500,0,0,77500,0,10.032117345
chimera_k64maxcut-01.lp,10,1,1,0,2,10,full_block,,10.1,10.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.15845552
chimera_mis-02.lp,10,0,1,3,2,8,smart_only,,390.8,390.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.327834545
chimera_lga-01.lp,10,0,1,5,4,8,old_block,,131.1,131.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.754572343
ball_mk4_10.lp,10,1,1,5,3,11,old_block,-25.0,,-25.0,1,1,1,0,0,0,1281087,1,1,1,0,1,1,0,10.010447052
ball_mk3_20.lp,10,1,1,2,3,11,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.003977239
chimera_mgw-c8-439-onc8-001.lp,10,1,1,2,3,9,improve_only,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.267711544
chimera_selby-c8-onc8-02.lp,10,1,1,2,4,12,improve_only,,166.9,166.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.154198943
crossdock_15x8.lp,10,1,1,5,3,9,old_block,17685.0,,17685.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.017969559
chimera_mgw-c8-507-onc8-01.lp,10,0,1,0,4,8,full_block,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.020986494
chimera_lga-01.lp,10,0,1,5,2,9,old_block,,129.7,129.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.30906944
chimera_mgw-c16-2031-02.lp,10,1,1,0,2,9,full_block,,1955.0,1955.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.689197145
chimera_rfr-01.lp,10,0,1,1,3,10,repair_only,,1164.8,1164.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.958970223
ball_mk3_30.lp,10,1,1,0,2,11,full_block,-3.0,,-3.0,1,1,1,0,0,0,1606253,128500,128500,0,0,64250,0,0,10.036143609
ball_mk3_10.lp,10,0,1,2,3,11,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.004993885
chimera_rfr-02.lp,10,0,1,5,3,12,old_block,,1119.7,1119.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.174333442
chimera_mgw-c8-439-onc8-001.lp,10,1,1,2,4,8,improve_only,,405.0,405.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.152335894
chimera_selby-c8-onc8-01.lp,10,0,1,1,4,10,repair_only,,176.8,176.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.105951511
ball_mk3_30.lp,10,1,1,1,2,9,repair_only,-3.0,,-3.0,1,1,1,0,0,0,1562503,125000,125000,0,0,62500,0,0,10.0065813
chimera_selby-c16-01.lp,10,1,1,3,4,11,smart_only,,709.5,709.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.099027463
chimera_selby-c16-01.lp,10,0,1,0,3,10,full_block,,700.6,700.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.553680792
graphpart_2g-0044-1601.lp,10,1,1,5,4,11,old_block,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.008922847
chimera_mis-02.lp,10,1,1,4,2,12,normalized_only,,392.8,392.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.467200932
chimera_rfr-01.lp,10,1,0,baseline,0,8,baseline,,1156.3,1156.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.021579832
chimera_rfr-01.lp,10,0,1,3,4,11,smart_only,,1162.8,1162.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.354030282
ball_mk4_10.lp,10,0,1,3,3,9,smart_only,-3100.0,,-3100.0,1,1,1,0,0,0,1074108,1,1,1,0,1,1,0,10.011931854
chimera_lga-01.lp,10,0,1,3,3,12,smart_only,,128.2,128.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.626740985
chimera_mgw-c8-439-onc8-001.lp,10,1,1,3,3,10,smart_only,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.269132838
ball_mk4_10.lp,10,1,1,1,2,11,repair_only,-1591.0,,-1591.0,1,1,1,0,0,0,936052,1,1,1,0,1,1,0,10.017075817
graphpart_2g-0044-1601.lp,10,0,1,0,2,8,full_block,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.007717608
chimera_selby-c8-onc8-01.lp,10,1,1,1,4,12,repair_only,,174.6,174.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.136068574
chimera_mgw-c8-439-onc8-002.lp,10,0,1,5,3,8,old_block,,392.0,392.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.345726401
chimera_mgw-c16-2031-01.lp,10,1,1,4,2,11,normalized_only,,1948.0,1948.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.115755139
graphpart_2g-0055-0062.lp,10,0,1,0,3,12,full_block,-1237162.0,,-1237162.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.010577633
chimera_mgw-c8-507-onc8-02.lp,10,0,1,4,2,12,normalized_only,,492.0,492.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.205226201
chimera_mgw-c8-439-onc8-001.lp,10,1,1,4,3,12,normalized_only,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.336184616
ball_mk2_10.lp,10,0,1,1,4,11,repair_only,0.0,,0.0,1,1,1,0,0,0,3276000,117000,117000,117000,0,0,117000,0,0.0
ball_mk2_10.lp,10,1,1,5,4,12,old_block,0.0,,0.0,1,1,1,0,0,0,2723672,139000,139000,139000,0,0,139000,0,10.026919649
graphpart_2g-0055-0062.lp,10,1,1,0,3,9,full_block,-1116960.0,,-1116960.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.00394223
chimera_k64maxcut-02.lp,10,1,1,0,2,12,full_block,,12.7,12.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.045447388
chimera_k64ising-01.lp,10,1,1,4,2,9,normalized_only,,9.7,9.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.295868543
ball_mk4_10.lp,10,0,1,4,2,9,normalized_only,-31.0,,-31.0,1,1,1,0,0,0,1086045,1,1,1,0,1,1,0,10.010884807
chimera_mgw-c8-439-onc8-001.lp,10,0,1,1,4,10,repair_only,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.274566882
chimera_lga-01.lp,10,0,1,0,2,12,full_block,,128.2,128.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.364410476
chimera_lga-01.lp,10,1,1,4,2,11,normalized_only,,120.1,120.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.36527616
chimera_mgw-c16-2031-02.lp,10,1,1,4,2,10,normalized_only,,1957.0,1957.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.656959025
chimera_mgw-c16-2031-02.lp,10,0,1,3,4,8,smart_only,,1960.0,1960.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.81602117
chimera_lga-01.lp,10,0,1,1,2,8,repair_only,,131.1,131.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.875215432
graphpart_2g-0055-0062.lp,10,0,1,4,3,8,normalized_only,-1389952.0,,-1389952.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.011488677
chimera_selby-c8-onc8-01.lp,10,0,1,1,2,11,repair_only,,175.4,175.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.098264908
chimera_mgw-c16-2031-01.lp,10,1,1,0,2,9,full_block,,1945.0,1945.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.772794781
ball_mk3_10.lp,10,0,1,1,3,8,repair_only,-6.0,,-6.0,1,1,1,0,0,0,3619938,90496,90496,0,0,90495,0,0,0.0
ball_mk4_05.lp,10,1,1,0,3,12,full_block,-19.0,,-19.0,1,1,1,0,0,0,1578122,1,1,1,0,1,1,0,10.0233112
ball_mk3_30.lp,10,1,0,baseline,0,11,baseline,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.005007531
chimera_mgw-c8-439-onc8-001.lp,10,0,1,4,2,12,normalized_only,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.280476907
graphpart_2g-0055-0062.lp,10,1,1,4,2,8,normalized_only,-1116960.0,,-1116960.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.005885878
ball_mk3_30.lp,10,0,1,0,3,11,full_block,-2.0,,-2.0,1,1,1,0,0,0,2310820,43600,43600,0,0,21800,0,0,10.091738137
ball_mk4_15.lp,10,0,1,1,3,10,repair_only,-55.0,,-55.0,1,1,1,0,0,0,801093,1,1,1,0,1,1,0,10.016916243
chimera_k64ising-01.lp,10,1,1,2,4,8,improve_only,,12.3,12.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.032754618
chimera_mgw-c8-439-onc8-001.lp,10,0,1,2,3,9,improve_only,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.040809447
ball_mk3_20.lp,10,0,1,0,3,10,full_block,-5.0,,-5.0,1,1,1,0,0,0,2894432,44283,44283,0,0,41698,0,0,10.075319819
ball_mk3_10.lp,10,1,1,4,4,11,normalized_only,-9.0,,-9.0,1,1,1,0,0,0,2992282,94991,94991,0,0,94982,0,0,10.021092622
chimera_mis-02.lp,10,1,1,4,4,9,normalized_only,,391.8,391.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.60784938
chimera_mgw-c16-2031-01.lp,10,1,1,3,4,11,smart_only,,1948.0,1948.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.075636778
